"","withinss","betweenss","between_total"
"1",78,0,0
"2",33.6467498380569,44.3532501619431,0.568631412332604
"3",32.7199285109477,45.2800714890523,0.580513737039132
"4",25.6508136068592,52.3491863931408,0.671143415296677
"5",10.8086699805475,67.1913300194525,0.861427307941699
"6",10.4141933340531,67.5858066659469,0.866484700845473
"7",7.36176689477889,70.6382331052211,0.905618373143861
"8",2.66103741530125,75.3389625846987,0.965884135701266
"9",2.57069831321437,75.4293016867856,0.967042329317765
"10",2.27858013415033,75.7214198658497,0.97078743417756
